display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_baseline_persistence_r2,test_baseline_panel_ols_r2,test_baseline_grouped_ardl_r2,test_baseline_best_simple_r2,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_mae,test_mse
Plain LSTM,plain_lstm,,7,energy_lstm_seed7,co2_per_unit_energy,minimal,23,13.959246635437012,-0.024810205891486636,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.783649261018863,-0.6576700333517509,-0.6318881833988204,16.63863360327589,24166.971372399228
No AC Encoder,ablation,no_ac_encoder,16,energy_ablation_no_ac_encoder_seed16,co2_per_unit_energy,minimal,19,14.236169815063477,-0.02482699873590044,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7836660538632768,-0.6576868261961647,-0.6319049762432342,16.815210218535356,24180.346237057285
No Recon Regularization,ablation,no_recon_regularization,9,energy_ablation_no_recon_regularization_seed9,co2_per_unit_energy,minimal,30,14.30099868774414,-0.024985437685679623,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.783824492813056,-0.6578452651459439,-0.6320634151930133,16.867845579311172,24172.987738181146
CMDL,cmdl,,9,energy_cmdl_seed9,co2_per_unit_energy,minimal,30,14.301791191101074,-0.024987551783159923,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7838266069105363,-0.6578473792434242,-0.6320655292904936,16.86802360214667,24172.991931802142
No Recon Regularization,ablation,no_recon_regularization,12,energy_ablation_no_recon_regularization_seed12,co2_per_unit_energy,minimal,25,14.237363815307617,-0.02573619188907565,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.784575247016452,-0.6585960193493399,-0.6328141693964093,16.844572160283548,24168.3174528394
CMDL,cmdl,,12,energy_cmdl_seed12,co2_per_unit_energy,minimal,25,14.237405776977539,-0.025737208773452352,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7845762639008287,-0.6585970362337166,-0.632815186280786,16.844610606274433,24168.31954479064
Uniform Lag,ablation,uniform_lag,9,energy_ablation_uniform_lag_seed9,co2_per_unit_energy,minimal,24,14.19513988494873,-0.025785122586032272,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7846241777134086,-0.6586449500462965,-0.632863100093366,16.737245853367444,24177.19443690932
Uniform Lag,ablation,uniform_lag,12,energy_ablation_uniform_lag_seed12,co2_per_unit_energy,minimal,24,14.252116203308105,-0.02585889466940487,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7846979497967812,-0.6587187221296691,-0.6329368721767386,16.863170118809432,24174.103030139027
Uniform Lag,ablation,uniform_lag,4,energy_ablation_uniform_lag_seed4,co2_per_unit_energy,minimal,22,14.275257110595703,-0.026482744045198015,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7853217991725744,-0.6593425715054623,-0.6335607215525317,16.856052621958266,24181.471767144565
CMDL,cmdl,,0,energy_cmdl_seed0,co2_per_unit_energy,minimal,20,14.245162963867188,-0.026533244322158533,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7853722994495349,-0.6593930717824228,-0.6336112218294923,16.69462191533003,24185.818473688996
