method,seed,stratifier,n_entities,spearman_rho,perm_p_two_sided,kstar_std,degenerate
No AC Encoder,0,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,0,government_effectiveness_train,0,,,0.0,True
No AC Encoder,0,rule_of_law_train,0,,,0.0,True
No AC Encoder,1,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,1,government_effectiveness_train,0,,,0.0,True
No AC Encoder,1,rule_of_law_train,0,,,0.0,True
No AC Encoder,2,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,2,government_effectiveness_train,0,,,0.0,True
No AC Encoder,2,rule_of_law_train,0,,,0.0,True
No AC Encoder,3,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,3,government_effectiveness_train,0,,,0.0,True
No AC Encoder,3,rule_of_law_train,0,,,0.0,True
No AC Encoder,4,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,4,government_effectiveness_train,0,,,0.0,True
No AC Encoder,4,rule_of_law_train,0,,,0.0,True
No AC Encoder,5,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,5,government_effectiveness_train,0,,,0.0,True
No AC Encoder,5,rule_of_law_train,0,,,0.0,True
No AC Encoder,6,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,6,government_effectiveness_train,0,,,0.0,True
No AC Encoder,6,rule_of_law_train,0,,,0.0,True
No AC Encoder,7,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,7,government_effectiveness_train,0,,,0.0,True
No AC Encoder,7,rule_of_law_train,0,,,0.0,True
No AC Encoder,8,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,8,government_effectiveness_train,0,,,0.0,True
No AC Encoder,8,rule_of_law_train,0,,,0.0,True
No AC Encoder,9,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,9,government_effectiveness_train,0,,,0.0,True
No AC Encoder,9,rule_of_law_train,0,,,0.0,True
No AC Encoder,10,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,10,government_effectiveness_train,0,,,0.0,True
No AC Encoder,10,rule_of_law_train,0,,,0.0,True
No AC Encoder,11,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,11,government_effectiveness_train,0,,,0.0,True
No AC Encoder,11,rule_of_law_train,0,,,0.0,True
No AC Encoder,12,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,12,government_effectiveness_train,0,,,0.0,True
No AC Encoder,12,rule_of_law_train,0,,,0.0,True
No AC Encoder,13,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,13,government_effectiveness_train,0,,,0.0,True
No AC Encoder,13,rule_of_law_train,0,,,0.0,True
No AC Encoder,14,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,14,government_effectiveness_train,0,,,0.0,True
No AC Encoder,14,rule_of_law_train,0,,,0.0,True
No AC Encoder,15,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,15,government_effectiveness_train,0,,,0.0,True
No AC Encoder,15,rule_of_law_train,0,,,0.0,True
No AC Encoder,16,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,16,government_effectiveness_train,0,,,0.0,True
No AC Encoder,16,rule_of_law_train,0,,,0.0,True
No AC Encoder,17,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,17,government_effectiveness_train,0,,,0.0,True
No AC Encoder,17,rule_of_law_train,0,,,0.0,True
No AC Encoder,18,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,18,government_effectiveness_train,0,,,0.0,True
No AC Encoder,18,rule_of_law_train,0,,,0.0,True
No AC Encoder,19,log_gdp_per_capita_train,0,,,0.0,True
No AC Encoder,19,government_effectiveness_train,0,,,0.0,True
No AC Encoder,19,rule_of_law_train,0,,,0.0,True
