workbook_row_index,observed_block_code,global_year,global_county,prid__swedish_monetary_financial_institutions_updated_10_january_2025,prid__unnamed_1464_level_1,prid__unnamed_1465_level_1,prid__unnamed_1466_level_1,prid__unnamed_1467_level_1,prid__unnamed_1468_level_1,prid__unnamed_1469_level_1,prid__unnamed_1470_level_1,prid__unnamed_1471_level_1
154,PRID,2006.0,SE123 Östergötland,11672,516406-1011,,Bank,UBS Europe SE Sweden Bankfilial,Regeringsgatan 38,,111 53,Stockholm
155,PRID,2006.0,SE123 Östergötland,12146,565500-6145,549300IFNFXCTXCL5B93,Bank,Ulricehamns Sparbank,Lilla Torget,,523 26,Ulricehamn
156,PRID,2006.0,SE123 Östergötland,12229,524000-5719,549300Q55FUM3JMVUO18,Bank,Vadstena Sparbank,Storgatan 14,,592 30,Vadstena
157,PRID,2006.0,SE123 Östergötland,12213,525002-3982,549300IO1QLEF1BFKO30,Bank,Valdemarsviks Sparbank,Storgatan 15,,615 30,Valdemarsvik
158,PRID,2006.0,SE123 Östergötland,11133,516401-0158,54930090WWQYS9XTLO26,Bank,Varbergs Sparbank AB (publ),Bäckgatan 16-18,,432 44,Varberg
159,PRID,2006.0,SE123 Östergötland,11136,516401-0174,549300MS7X0X1JQ37T80,Bank,Vimmerby Sparbank AB,Sevedegatan 37,,598 37,Vimmerby
160,PRID,2006.0,SE123 Östergötland,12365,533200-5247,549300RFNZTTAO8WJ007,Bank,Virserums Sparbank,Storgatan 8,,577 71,Virserum
161,PRID,2006.0,SE123 Östergötland,41400,556311-9204,549300DVNMHS8M33J723,Finance company,Wasa Kredit AB,Tegeluddsvägen 11-13,,115 41,Stockholm
162,PRID,2006.0,SE123 Östergötland,12152,572000-4489,549300HEU0MO8JFIWV94,Bank,Westra Wermlands Sparbank,Västra Torggatan 1,,671 31,Arvika
163,PRID,2006.0,SE123 Östergötland,41078,556069-0967,549300ZEF3QWM810M319,Bank,Ziklo Bank AB,Bohusgatan 15,,411 39,Göteborg
164,PRID,2006.0,SE123 Östergötland,11657,516406-0781,,Bank,"Ålandsbanken Abp(Finland),svensk filial",Stureplan 19,,111 45,Stockholm
165,PRID,2006.0,SE123 Östergötland,12371,532800-6282,549300RLW7K3WTPX3M10,Bank,Ålems Sparbank,Bankvägen 2,,384 40,Ålem
166,PRID,2006.0,SE123 Östergötland,12223,569000-6670,549300Z77RLAVS8R7R12,Bank,Åse Viste Sparbank,Torggatan 14,,467 30,Grästorp
167,PRID,2006.0,SE123 Östergötland,12220,522001-5886,549300GYCGZWSOL14327,Bank,Åtvidabergs Sparbank,Adelswärdsgatan 8,,597 30,Åtvidaberg
168,PRID,2006.0,SE123 Östergötland,11128,516401-0034,549300YQPHGOZPRXY653,Bank,Ölands Bank AB,Storgatan 15,,387 31,Borgholm
169,PRID,2006.0,SE123 Östergötland,,,,,,,,,
170,PRID,2006.0,SE123 Östergötland,,,,,,,,,
171,PRID,2006.0,SE123 Östergötland,,,,,,,,,
172,PRID,2006.0,SE123 Östergötland,,,,,,,,,
173,PRID,2006.0,SE123 Östergötland,,,,,,,,,
174,PRID,2006.0,SE123 Östergötland,,,,,,,,,
175,PRID,2006.0,SE123 Östergötland,,,,,,,,,
176,PRID,2006.0,SE123 Östergötland,,,,,,,,,
177,PRID,2006.0,SE123 Östergötland,,,,,,,,,
178,PRID,2006.0,SE123 Östergötland,,,,,,,,,
179,PRID,2006.0,SE123 Östergötland,,,,,,,,,
180,PRID,2006.0,SE123 Östergötland,,,,,,,,,
181,PRID,2006.0,SE123 Östergötland,,,,,,,,,
182,PRID,2006.0,SE123 Östergötland,,,,,,,,,
183,PRID,2006.0,SE123 Östergötland,,,,,,,,,
184,PRID,2006.0,SE123 Östergötland,,,,,,,,,
185,PRID,2006.0,SE123 Östergötland,,,,,,,,,
186,PRID,2006.0,SE123 Östergötland,,,,,,,,,
187,PRID,2006.0,SE123 Östergötland,,,,,,,,,
188,PRID,2006.0,SE123 Östergötland,,,,,,,,,
189,PRID,2006.0,SE123 Östergötland,,,,,,,,,
190,PRID,2006.0,SE123 Östergötland,,,,,,,,,
191,PRID,2006.0,SE123 Östergötland,,,,,,,,,
192,PRID,2006.0,SE123 Östergötland,,,,,,,,,
193,PRID,2006.0,SE123 Östergötland,,,,,,,,,
194,PRID,2006.0,SE123 Östergötland,,,,,,,,,
195,PRID,2006.0,SE123 Östergötland,,,,,,,,,
196,PRID,2006.0,SE123 Östergötland,,,,,,,,,
197,PRID,2006.0,SE123 Östergötland,,,,,,,,,
198,PRID,2006.0,SE123 Östergötland,,,,,,,,,
199,PRID,2006.0,SE123 Östergötland,,,,,,,,,
200,PRID,2006.0,SE123 Östergötland,,,,,,,,,
201,PRID,2006.0,SE123 Östergötland,,,,,,,,,
202,PRID,2006.0,SE123 Östergötland,,,,,,,,,
203,PRID,2006.0,SE123 Östergötland,,,,,,,,,
204,PRID,2006.0,SE124 Örebro,,,,,,,,,
205,PRID,2006.0,SE125 Västmanland,,,,,,,,,
206,PRID,2006.0,SE21 Småland med öarna,,,,,,,,,
207,PRID,2006.0,SE211 Jönköping,,,,,,,,,
208,PRID,2006.0,SE211 Jönköping,,,,,,,,,
209,PRID,2006.0,SE211 Jönköping,,,,,,,,,
210,PRID,2006.0,SE211 Jönköping,,,,,,,,,
211,PRID,2006.0,SE211 Jönköping,,,,,,,,,
212,PRID,2006.0,SE211 Jönköping,,,,,,,,,
213,PRID,2006.0,SE211 Jönköping,,,,,,,,,
214,PRID,2006.0,SE211 Jönköping,,,,,,,,,
215,PRID,2006.0,SE211 Jönköping,,,,,,,,,
216,PRID,2006.0,SE211 Jönköping,,,,,,,,,
217,PRID,2006.0,SE211 Jönköping,,,,,,,,,
218,PRID,2006.0,SE211 Jönköping,,,,,,,,,
219,PRID,2006.0,SE211 Jönköping,,,,,,,,,
220,PRID,2006.0,SE211 Jönköping,,,,,,,,,
221,PRID,2006.0,SE211 Jönköping,,,,,,,,,
222,PRID,2006.0,SE211 Jönköping,,,,,,,,,
223,PRID,2006.0,SE211 Jönköping,,,,,,,,,
224,PRID,2006.0,SE211 Jönköping,,,,,,,,,
225,PRID,2006.0,SE211 Jönköping,,,,,,,,,
226,PRID,2006.0,SE211 Jönköping,,,,,,,,,
227,PRID,2006.0,SE211 Jönköping,,,,,,,,,
228,PRID,2006.0,SE211 Jönköping,,,,,,,,,
229,PRID,2006.0,SE211 Jönköping,,,,,,,,,
230,PRID,2006.0,SE211 Jönköping,,,,,,,,,
231,PRID,2006.0,SE211 Jönköping,,,,,,,,,
232,PRID,2006.0,SE211 Jönköping,,,,,,,,,
233,PRID,2006.0,SE211 Jönköping,,,,,,,,,
234,PRID,2006.0,SE211 Jönköping,,,,,,,,,
235,PRID,2006.0,SE211 Jönköping,,,,,,,,,
236,PRID,2006.0,SE211 Jönköping,,,,,,,,,
237,PRID,2006.0,SE211 Jönköping,,,,,,,,,
238,PRID,2006.0,SE211 Jönköping,,,,,,,,,
239,PRID,2006.0,SE211 Jönköping,,,,,,,,,
240,PRID,2006.0,SE211 Jönköping,,,,,,,,,
241,PRID,2006.0,SE211 Jönköping,,,,,,,,,
242,PRID,2006.0,SE211 Jönköping,,,,,,,,,
243,PRID,2006.0,SE211 Jönköping,,,,,,,,,
244,PRID,2006.0,SE211 Jönköping,,,,,,,,,
245,PRID,2006.0,SE211 Jönköping,,,,,,,,,
246,PRID,2006.0,SE211 Jönköping,,,,,,,,,
247,PRID,2006.0,SE211 Jönköping,,,,,,,,,
248,PRID,2006.0,SE211 Jönköping,,,,,,,,,
249,PRID,2006.0,SE211 Jönköping,,,,,,,,,
250,PRID,2006.0,SE211 Jönköping,,,,,,,,,
251,PRID,2006.0,SE211 Jönköping,,,,,,,,,
252,PRID,2006.0,SE211 Jönköping,,,,,,,,,
253,PRID,2006.0,SE211 Jönköping,,,,,,,,,
254,PRID,2006.0,SE211 Jönköping,,,,,,,,,
255,PRID,2006.0,SE211 Jönköping,,,,,,,,,
256,PRID,2006.0,SE211 Jönköping,,,,,,,,,
257,PRID,2006.0,SE211 Jönköping,,,,,,,,,
258,PRID,2006.0,SE211 Jönköping,,,,,,,,,
259,PRID,2006.0,SE211 Jönköping,,,,,,,,,
260,PRID,2006.0,SE211 Jönköping,,,,,,,,,
261,PRID,2006.0,SE211 Jönköping,,,,,,,,,
262,PRID,2006.0,SE211 Jönköping,,,,,,,,,
263,PRID,2006.0,SE211 Jönköping,,,,,,,,,
264,PRID,2006.0,SE211 Jönköping,,,,,,,,,
265,PRID,2006.0,SE211 Jönköping,,,,,,,,,
266,PRID,2006.0,SE211 Jönköping,,,,,,,,,
267,PRID,2006.0,SE211 Jönköping,,,,,,,,,
268,PRID,2006.0,SE211 Jönköping,,,,,,,,,
269,PRID,2006.0,SE211 Jönköping,,,,,,,,,
270,PRID,2006.0,SE211 Jönköping,,,,,,,,,
271,PRID,2006.0,SE211 Jönköping,,,,,,,,,
272,PRID,2006.0,SE211 Jönköping,,,,,,,,,
273,PRID,2006.0,SE211 Jönköping,,,,,,,,,
274,PRID,2006.0,SE211 Jönköping,,,,,,,,,
275,PRID,2006.0,SE211 Jönköping,,,,,,,,,
276,PRID,2006.0,SE211 Jönköping,,,,,,,,,
277,PRID,2006.0,SE211 Jönköping,,,,,,,,,
278,PRID,2006.0,SE211 Jönköping,,,,,,,,,
279,PRID,2006.0,SE211 Jönköping,,,,,,,,,
280,PRID,2006.0,SE211 Jönköping,,,,,,,,,
281,PRID,2006.0,SE211 Jönköping,,,,,,,,,
282,PRID,2006.0,SE211 Jönköping,,,,,,,,,
283,PRID,2006.0,SE211 Jönköping,,,,,,,,,
284,PRID,2006.0,SE211 Jönköping,,,,,,,,,
285,PRID,2006.0,SE211 Jönköping,,,,,,,,,
286,PRID,2006.0,SE211 Jönköping,,,,,,,,,
287,PRID,2006.0,SE211 Jönköping,,,,,,,,,
288,PRID,2006.0,SE211 Jönköping,,,,,,,,,
289,PRID,2006.0,SE211 Jönköping,,,,,,,,,
290,PRID,2006.0,SE211 Jönköping,,,,,,,,,
291,PRID,2006.0,SE211 Jönköping,,,,,,,,,
292,PRID,2006.0,SE211 Jönköping,,,,,,,,,
293,PRID,2006.0,SE211 Jönköping,,,,,,,,,
294,PRID,2006.0,SE211 Jönköping,,,,,,,,,
295,PRID,2006.0,SE211 Jönköping,,,,,,,,,
296,PRID,2006.0,SE211 Jönköping,,,,,,,,,
297,PRID,2006.0,SE211 Jönköping,,,,,,,,,
298,PRID,2006.0,SE211 Jönköping,,,,,,,,,
299,PRID,2006.0,SE211 Jönköping,,,,,,,,,
300,PRID,2006.0,SE211 Jönköping,,,,,,,,,
301,PRID,2006.0,SE211 Jönköping,,,,,,,,,
302,PRID,2006.0,SE211 Jönköping,,,,,,,,,
303,PRID,2006.0,SE211 Jönköping,,,,,,,,,
304,PRID,2006.0,SE211 Jönköping,,,,,,,,,
305,PRID,2006.0,SE211 Jönköping,,,,,,,,,
306,PRID,2006.0,SE211 Jönköping,,,,,,,,,
307,PRID,2006.0,SE211 Jönköping,,,,,,,,,
308,PRID,2006.0,SE211 Jönköping,,,,,,,,,
309,PRID,2006.0,SE211 Jönköping,,,,,,,,,
310,PRID,2006.0,SE211 Jönköping,,,,,,,,,
311,PRID,2006.0,SE211 Jönköping,,,,,,,,,
312,PRID,2006.0,SE211 Jönköping,,,,,,,,,
313,PRID,2006.0,SE211 Jönköping,,,,,,,,,
314,PRID,2006.0,SE211 Jönköping,,,,,,,,,
315,PRID,2006.0,SE211 Jönköping,,,,,,,,,
316,PRID,2006.0,SE211 Jönköping,,,,,,,,,
317,PRID,2006.0,SE211 Jönköping,,,,,,,,,
318,PRID,2006.0,SE211 Jönköping,,,,,,,,,
319,PRID,2006.0,SE211 Jönköping,,,,,,,,,
320,PRID,2006.0,SE211 Jönköping,,,,,,,,,
321,PRID,2006.0,SE211 Jönköping,,,,,,,,,
322,PRID,2006.0,SE211 Jönköping,,,,,,,,,
323,PRID,2006.0,SE211 Jönköping,,,,,,,,,
324,PRID,2006.0,SE211 Jönköping,,,,,,,,,
325,PRID,2006.0,SE211 Jönköping,,,,,,,,,
326,PRID,2006.0,SE211 Jönköping,,,,,,,,,
327,PRID,2006.0,SE211 Jönköping,,,,,,,,,
328,PRID,2006.0,SE211 Jönköping,,,,,,,,,
329,PRID,2006.0,SE211 Jönköping,,,,,,,,,
330,PRID,2006.0,SE211 Jönköping,,,,,,,,,
331,PRID,2006.0,SE211 Jönköping,,,,,,,,,
332,PRID,2006.0,SE211 Jönköping,,,,,,,,,
333,PRID,2006.0,SE211 Jönköping,,,,,,,,,
334,PRID,2006.0,SE211 Jönköping,,,,,,,,,
335,PRID,2006.0,SE211 Jönköping,,,,,,,,,
336,PRID,2006.0,SE211 Jönköping,,,,,,,,,
337,PRID,2006.0,SE211 Jönköping,,,,,,,,,
338,PRID,2006.0,SE211 Jönköping,,,,,,,,,
339,PRID,2006.0,SE211 Jönköping,,,,,,,,,
340,PRID,2006.0,SE211 Jönköping,,,,,,,,,
341,PRID,2006.0,SE211 Jönköping,,,,,,,,,
342,PRID,2006.0,SE211 Jönköping,,,,,,,,,
343,PRID,2006.0,SE211 Jönköping,,,,,,,,,
344,PRID,2006.0,SE211 Jönköping,,,,,,,,,
345,PRID,2006.0,SE211 Jönköping,,,,,,,,,
346,PRID,2006.0,SE211 Jönköping,,,,,,,,,
347,PRID,2006.0,SE212 Kronoberg,,,,,,,,,
348,PRID,2006.0,SE213 Kalmar,,,,,,,,,
349,PRID,2006.0,SE213 Kalmar,,,,,,,,,
350,PRID,2006.0,SE213 Kalmar,,,,,,,,,
351,PRID,2006.0,SE213 Kalmar,,,,,,,,,
352,PRID,2006.0,SE213 Kalmar,,,,,,,,,
353,PRID,2006.0,SE213 Kalmar,,,,,,,,,
354,PRID,2006.0,SE213 Kalmar,,,,,,,,,
355,PRID,2006.0,SE213 Kalmar,,,,,,,,,
356,PRID,2006.0,SE213 Kalmar,,,,,,,,,
357,PRID,2006.0,SE213 Kalmar,,,,,,,,,
358,PRID,2006.0,SE213 Kalmar,,,,,,,,,
359,PRID,2006.0,SE213 Kalmar,,,,,,,,,
360,PRID,2006.0,SE213 Kalmar,,,,,,,,,
361,PRID,2006.0,SE213 Kalmar,,,,,,,,,
362,PRID,2006.0,SE213 Kalmar,,,,,,,,,
363,PRID,2006.0,SE213 Kalmar,,,,,,,,,
364,PRID,2006.0,SE213 Kalmar,,,,,,,,,
365,PRID,2006.0,SE213 Kalmar,,,,,,,,,
366,PRID,2006.0,SE213 Kalmar,,,,,,,,,
367,PRID,2006.0,SE213 Kalmar,,,,,,,,,
368,PRID,2006.0,SE213 Kalmar,,,,,,,,,
369,PRID,2006.0,SE213 Kalmar,,,,,,,,,
370,PRID,2006.0,SE213 Kalmar,,,,,,,,,
371,PRID,2006.0,SE213 Kalmar,,,,,,,,,
372,PRID,2006.0,SE213 Kalmar,,,,,,,,,
373,PRID,2006.0,SE213 Kalmar,,,,,,,,,
374,PRID,2006.0,SE213 Kalmar,,,,,,,,,
375,PRID,2006.0,SE213 Kalmar,,,,,,,,,
376,PRID,2006.0,SE213 Kalmar,,,,,,,,,
377,PRID,2006.0,SE213 Kalmar,,,,,,,,,
378,PRID,2006.0,SE213 Kalmar,,,,,,,,,
379,PRID,2006.0,SE213 Kalmar,,,,,,,,,
380,PRID,2006.0,SE213 Kalmar,,,,,,,,,
381,PRID,2006.0,SE213 Kalmar,,,,,,,,,
382,PRID,2006.0,SE213 Kalmar,,,,,,,,,
383,PRID,2006.0,SE213 Kalmar,,,,,,,,,
384,PRID,2006.0,SE213 Kalmar,,,,,,,,,
385,PRID,2006.0,SE213 Kalmar,,,,,,,,,
386,PRID,2006.0,SE213 Kalmar,,,,,,,,,
387,PRID,2006.0,SE213 Kalmar,,,,,,,,,
388,PRID,2006.0,SE213 Kalmar,,,,,,,,,
389,PRID,2006.0,SE213 Kalmar,,,,,,,,,
390,PRID,2006.0,SE213 Kalmar,,,,,,,,,
391,PRID,2006.0,SE213 Kalmar,,,,,,,,,
392,PRID,2006.0,SE213 Kalmar,,,,,,,,,
393,PRID,2006.0,SE213 Kalmar,,,,,,,,,
394,PRID,2006.0,SE213 Kalmar,,,,,,,,,
395,PRID,2006.0,SE213 Kalmar,,,,,,,,,
396,PRID,2006.0,SE213 Kalmar,,,,,,,,,
397,PRID,2006.0,SE213 Kalmar,,,,,,,,,
398,PRID,2006.0,SE213 Kalmar,,,,,,,,,
399,PRID,2006.0,SE213 Kalmar,,,,,,,,,
400,PRID,2006.0,SE213 Kalmar,,,,,,,,,
401,PRID,2006.0,SE213 Kalmar,,,,,,,,,
402,PRID,2006.0,SE213 Kalmar,,,,,,,,,
403,PRID,2006.0,SE213 Kalmar,,,,,,,,,
404,PRID,2006.0,SE213 Kalmar,,,,,,,,,
405,PRID,2006.0,SE213 Kalmar,,,,,,,,,
406,PRID,2006.0,SE213 Kalmar,,,,,,,,,
407,PRID,2006.0,SE213 Kalmar,,,,,,,,,
408,PRID,2006.0,SE213 Kalmar,,,,,,,,,
409,PRID,2006.0,SE213 Kalmar,,,,,,,,,
410,PRID,2006.0,SE213 Kalmar,,,,,,,,,
411,PRID,2006.0,SE213 Kalmar,,,,,,,,,
412,PRID,2006.0,SE213 Kalmar,,,,,,,,,
413,PRID,2006.0,SE213 Kalmar,,,,,,,,,
414,PRID,2006.0,SE213 Kalmar,,,,,,,,,
415,PRID,2006.0,SE213 Kalmar,,,,,,,,,
416,PRID,2006.0,SE213 Kalmar,,,,,,,,,
417,PRID,2006.0,SE213 Kalmar,,,,,,,,,
418,PRID,2006.0,SE213 Kalmar,,,,,,,,,
419,PRID,2006.0,SE213 Kalmar,,,,,,,,,
420,PRID,2006.0,SE213 Kalmar,,,,,,,,,
421,PRID,2006.0,SE213 Kalmar,,,,,,,,,
422,PRID,2006.0,SE213 Kalmar,,,,,,,,,
423,PRID,2006.0,SE213 Kalmar,,,,,,,,,
424,PRID,2006.0,SE213 Kalmar,,,,,,,,,
425,PRID,2006.0,SE213 Kalmar,,,,,,,,,
426,PRID,2006.0,SE213 Kalmar,,,,,,,,,
427,PRID,2006.0,SE213 Kalmar,,,,,,,,,
428,PRID,2006.0,SE213 Kalmar,,,,,,,,,
429,PRID,2006.0,SE213 Kalmar,,,,,,,,,
430,PRID,2006.0,SE213 Kalmar,,,,,,,,,
431,PRID,2006.0,SE213 Kalmar,,,,,,,,,
432,PRID,2006.0,SE213 Kalmar,,,,,,,,,
433,PRID,2006.0,SE213 Kalmar,,,,,,,,,
434,PRID,2006.0,SE213 Kalmar,,,,,,,,,
435,PRID,2006.0,SE213 Kalmar,,,,,,,,,
436,PRID,2006.0,SE213 Kalmar,,,,,,,,,
437,PRID,2006.0,SE213 Kalmar,,,,,,,,,
438,PRID,2006.0,SE213 Kalmar,,,,,,,,,
439,PRID,2006.0,SE213 Kalmar,,,,,,,,,
440,PRID,2006.0,SE213 Kalmar,,,,,,,,,
441,PRID,2006.0,SE213 Kalmar,,,,,,,,,
442,PRID,2006.0,SE213 Kalmar,,,,,,,,,
443,PRID,2006.0,SE213 Kalmar,,,,,,,,,
444,PRID,2006.0,SE213 Kalmar,,,,,,,,,
445,PRID,2006.0,SE213 Kalmar,,,,,,,,,
446,PRID,2006.0,SE213 Kalmar,,,,,,,,,
447,PRID,2006.0,SE213 Kalmar,,,,,,,,,
448,PRID,2006.0,SE213 Kalmar,,,,,,,,,
449,PRID,2006.0,SE213 Kalmar,,,,,,,,,
450,PRID,2006.0,SE213 Kalmar,,,,,,,,,
451,PRID,2006.0,SE213 Kalmar,,,,,,,,,
452,PRID,2006.0,SE213 Kalmar,,,,,,,,,
453,PRID,2006.0,SE213 Kalmar,,,,,,,,,
454,PRID,2006.0,SE213 Kalmar,,,,,,,,,
455,PRID,2006.0,SE213 Kalmar,,,,,,,,,
456,PRID,2006.0,SE213 Kalmar,,,,,,,,,
457,PRID,2006.0,SE213 Kalmar,,,,,,,,,
458,PRID,2006.0,SE213 Kalmar,,,,,,,,,
459,PRID,2006.0,SE213 Kalmar,,,,,,,,,
460,PRID,2006.0,SE213 Kalmar,,,,,,,,,
461,PRID,2006.0,SE213 Kalmar,,,,,,,,,
462,PRID,2006.0,SE213 Kalmar,,,,,,,,,
463,PRID,2006.0,SE213 Kalmar,,,,,,,,,
464,PRID,2006.0,SE213 Kalmar,,,,,,,,,
465,PRID,2006.0,SE213 Kalmar,,,,,,,,,
466,PRID,2006.0,SE213 Kalmar,,,,,,,,,
467,PRID,2006.0,SE213 Kalmar,,,,,,,,,
468,PRID,2006.0,SE213 Kalmar,,,,,,,,,
469,PRID,2006.0,SE213 Kalmar,,,,,,,,,
470,PRID,2006.0,SE213 Kalmar,,,,,,,,,
471,PRID,2006.0,SE213 Kalmar,,,,,,,,,
472,PRID,2006.0,SE213 Kalmar,,,,,,,,,
473,PRID,2006.0,SE213 Kalmar,,,,,,,,,
474,PRID,2006.0,SE213 Kalmar,,,,,,,,,
475,PRID,2006.0,SE213 Kalmar,,,,,,,,,
476,PRID,2006.0,SE213 Kalmar,,,,,,,,,
477,PRID,2006.0,SE213 Kalmar,,,,,,,,,
478,PRID,2006.0,SE213 Kalmar,,,,,,,,,
479,PRID,2006.0,SE213 Kalmar,,,,,,,,,
480,PRID,2006.0,SE213 Kalmar,,,,,,,,,
481,PRID,2006.0,SE213 Kalmar,,,,,,,,,
482,PRID,2006.0,SE213 Kalmar,,,,,,,,,
483,PRID,2006.0,SE213 Kalmar,,,,,,,,,
484,PRID,2006.0,SE213 Kalmar,,,,,,,,,
485,PRID,2006.0,SE213 Kalmar,,,,,,,,,
486,PRID,2006.0,SE213 Kalmar,,,,,,,,,
487,PRID,2006.0,SE213 Kalmar,,,,,,,,,
488,PRID,2006.0,SE214 Gotland,,,,,,,,,
489,PRID,2006.0,SE214 Gotland,,,,,,,,,
490,PRID,2006.0,SE214 Gotland,,,,,,,,,
491,PRID,2006.0,SE214 Gotland,,,,,,,,,
492,PRID,2006.0,SE214 Gotland,,,,,,,,,
493,PRID,2006.0,SE214 Gotland,,,,,,,,,
494,PRID,2006.0,SE214 Gotland,,,,,,,,,
495,PRID,2006.0,SE214 Gotland,,,,,,,,,
496,PRID,2006.0,SE214 Gotland,,,,,,,,,
497,PRID,2006.0,SE214 Gotland,,,,,,,,,
498,PRID,2006.0,SE214 Gotland,,,,,,,,,
499,PRID,2006.0,SE214 Gotland,,,,,,,,,
500,PRID,2006.0,SE214 Gotland,,,,,,,,,
501,PRID,2006.0,SE214 Gotland,,,,,,,,,
502,PRID,2006.0,SE214 Gotland,,,,,,,,,
503,PRID,2006.0,SE214 Gotland,,,,,,,,,
504,PRID,2006.0,SE214 Gotland,,,,,,,,,
505,PRID,2006.0,SE214 Gotland,,,,,,,,,
506,PRID,2006.0,SE214 Gotland,,,,,,,,,
507,PRID,2006.0,SE214 Gotland,,,,,,,,,
508,PRID,2006.0,SE214 Gotland,,,,,,,,,
509,PRID,2006.0,SE214 Gotland,,,,,,,,,
510,PRID,2006.0,SE214 Gotland,,,,,,,,,
511,PRID,2006.0,SE214 Gotland,,,,,,,,,
512,PRID,2006.0,SE214 Gotland,,,,,,,,,
513,PRID,2006.0,SE214 Gotland,,,,,,,,,
514,PRID,2006.0,SE214 Gotland,,,,,,,,,
515,PRID,2006.0,SE214 Gotland,,,,,,,,,
516,PRID,2006.0,SE214 Gotland,,,,,,,,,
517,PRID,2006.0,SE214 Gotland,,,,,,,,,
518,PRID,2006.0,SE214 Gotland,,,,,,,,,
519,PRID,2006.0,SE214 Gotland,,,,,,,,,
520,PRID,2006.0,SE214 Gotland,,,,,,,,,
521,PRID,2006.0,SE214 Gotland,,,,,,,,,
522,PRID,2006.0,SE214 Gotland,,,,,,,,,
523,PRID,2006.0,SE214 Gotland,,,,,,,,,
524,PRID,2006.0,SE214 Gotland,,,,,,,,,
525,PRID,2006.0,SE214 Gotland,,,,,,,,,
526,PRID,2006.0,SE214 Gotland,,,,,,,,,
527,PRID,2006.0,SE214 Gotland,,,,,,,,,
528,PRID,2006.0,SE214 Gotland,,,,,,,,,
529,PRID,2006.0,SE214 Gotland,,,,,,,,,
530,PRID,2006.0,SE214 Gotland,,,,,,,,,
531,PRID,2006.0,SE214 Gotland,,,,,,,,,
532,PRID,2006.0,SE214 Gotland,,,,,,,,,
533,PRID,2006.0,SE214 Gotland,,,,,,,,,
534,PRID,2006.0,SE214 Gotland,,,,,,,,,
535,PRID,2006.0,SE214 Gotland,,,,,,,,,
536,PRID,2006.0,SE214 Gotland,,,,,,,,,
537,PRID,2006.0,SE214 Gotland,,,,,,,,,
538,PRID,2006.0,SE214 Gotland,,,,,,,,,
539,PRID,2006.0,SE214 Gotland,,,,,,,,,
540,PRID,2006.0,SE214 Gotland,,,,,,,,,
541,PRID,2006.0,SE214 Gotland,,,,,,,,,
542,PRID,2006.0,SE214 Gotland,,,,,,,,,
543,PRID,2006.0,SE214 Gotland,,,,,,,,,
544,PRID,2006.0,SE214 Gotland,,,,,,,,,
545,PRID,2006.0,SE214 Gotland,,,,,,,,,
546,PRID,2006.0,SE214 Gotland,,,,,,,,,
547,PRID,2006.0,SE214 Gotland,,,,,,,,,
548,PRID,2006.0,SE214 Gotland,,,,,,,,,
549,PRID,2006.0,SE214 Gotland,,,,,,,,,
550,PRID,2006.0,SE214 Gotland,,,,,,,,,
551,PRID,2006.0,SE214 Gotland,,,,,,,,,
552,PRID,2006.0,SE214 Gotland,,,,,,,,,
553,PRID,2006.0,SE214 Gotland,,,,,,,,,
554,PRID,2006.0,SE214 Gotland,,,,,,,,,
555,PRID,2006.0,SE214 Gotland,,,,,,,,,
556,PRID,2006.0,SE214 Gotland,,,,,,,,,
557,PRID,2006.0,SE214 Gotland,,,,,,,,,
558,PRID,2006.0,SE214 Gotland,,,,,,,,,
559,PRID,2006.0,SE214 Gotland,,,,,,,,,
560,PRID,2006.0,SE214 Gotland,,,,,,,,,
561,PRID,2006.0,SE214 Gotland,,,,,,,,,
562,PRID,2006.0,SE214 Gotland,,,,,,,,,
563,PRID,2006.0,SE214 Gotland,,,,,,,,,
564,PRID,2006.0,SE214 Gotland,,,,,,,,,
565,PRID,2006.0,SE214 Gotland,,,,,,,,,
566,PRID,2006.0,SE214 Gotland,,,,,,,,,
567,PRID,2006.0,SE214 Gotland,,,,,,,,,
568,PRID,2006.0,SE214 Gotland,,,,,,,,,
569,PRID,2006.0,SE214 Gotland,,,,,,,,,
570,PRID,2006.0,SE214 Gotland,,,,,,,,,
571,PRID,2006.0,SE214 Gotland,,,,,,,,,
572,PRID,2006.0,SE214 Gotland,,,,,,,,,
573,PRID,2006.0,SE214 Gotland,,,,,,,,,
574,PRID,2006.0,SE214 Gotland,,,,,,,,,
575,PRID,2006.0,SE214 Gotland,,,,,,,,,
576,PRID,2006.0,SE214 Gotland,,,,,,,,,
577,PRID,2006.0,SE214 Gotland,,,,,,,,,
578,PRID,2006.0,SE214 Gotland,,,,,,,,,
579,PRID,2006.0,SE214 Gotland,,,,,,,,,
580,PRID,2006.0,SE214 Gotland,,,,,,,,,
581,PRID,2006.0,SE214 Gotland,,,,,,,,,
582,PRID,2006.0,SE214 Gotland,,,,,,,,,
583,PRID,2006.0,SE214 Gotland,,,,,,,,,
584,PRID,2006.0,SE214 Gotland,,,,,,,,,
585,PRID,2006.0,SE214 Gotland,,,,,,,,,
586,PRID,2006.0,SE214 Gotland,,,,,,,,,
587,PRID,2006.0,SE214 Gotland,,,,,,,,,
588,PRID,2006.0,SE214 Gotland,,,,,,,,,
589,PRID,2006.0,SE214 Gotland,,,,,,,,,
590,PRID,2006.0,SE214 Gotland,,,,,,,,,
591,PRID,2006.0,SE214 Gotland,,,,,,,,,
