seed,experiment,entity_id,entity_code,entity_name,test_year_count,entity_test_mse,entity_test_mae,k_star,omega_peak,omega_1,omega_2,omega_3,proxy_income_level_true,proxy_income_level_pred,proxy_income_recent_level_true,proxy_income_recent_level_pred,proxy_income_growth_signal_true,proxy_income_growth_signal_pred
3,fullspan_income_k3_cmdl_seed3,9,SE214,Gotland,3,0.8655041442698964,0.900968591372172,2.4313223361968994,3,0.09423817694187164,0.380201131105423,0.5255606174468994,-1.953405499458313,0.048842549324035645,-1.7984977960586548,0.05850183963775635,-0.3196624517440796,0.07710325717926025
3,fullspan_income_k3_cmdl_seed3,10,SE221,Blekinge,3,1.537950793481907,1.2248300313949585,2.416882038116455,3,0.0933489203453064,0.39642012119293213,0.5102309584617615,-0.8427590131759644,-0.41689491271972656,-0.9457042217254639,-0.4993422031402588,-1.3352458477020264,-0.6581137180328369
3,fullspan_income_k3_cmdl_seed3,11,SE224,Skåne,3,1.1008663474033635,1.0196318626403809,2.4327073097229004,3,0.09432832896709442,0.3786361515522003,0.5270355343818665,-1.003313660621643,0.07974553108215332,-0.7420020699501038,0.09551632404327393,0.4868941009044647,0.1258869171142578
3,fullspan_income_k3_cmdl_seed3,12,SE231,Halland,3,2.3231251526047507,1.5081579287846882,2.501438617706299,3,0.10046986490488052,0.2976215183734894,0.6019086241722107,1.0436242818832397,0.7742631435394287,1.1576299667358398,0.9273853898048401,1.582605004310608,1.2222583293914795
3,fullspan_income_k3_cmdl_seed3,13,SE232,Västra Götaland,3,1.8613107203421133,1.3548569281895955,2.49599027633667,3,0.09981266409158707,0.3043844699859619,0.5958028435707092,0.672421932220459,0.745015025138855,0.9395136833190918,0.8923530578613281,1.2788063287734985,1.1760871410369873
3,fullspan_income_k3_cmdl_seed3,14,SE311,Värmland,3,1.4907783156222318,1.2039390007654827,2.4266250133514404,3,0.09393887966871262,0.38549748063087463,0.5205637216567993,-0.8402035236358643,-0.06969428062438965,-0.5693495273590088,-0.08347737789154053,0.23329639434814453,-0.11001992225646973
3,fullspan_income_k3_cmdl_seed3,15,SE312,Dalarna,3,1.2799115148029283,1.109695315361023,2.4131977558135986,3,0.09313590079545975,0.4005303382873535,0.5063337087631226,-0.2823609411716461,-0.6068447828292847,-0.42844921350479126,-0.7268575429916382,-0.9081844687461853,-0.957970142364502
3,fullspan_income_k3_cmdl_seed3,16,SE313,Gävleborg,3,1.0910322438727558,1.024470329284668,2.4152278900146484,3,0.09325263649225235,0.39826661348342896,0.5084807276725769,-0.62269526720047,-0.49658167362213135,-0.8649656772613525,-0.5947881937026978,-1.4164929389953613,-0.7839078903198242
3,fullspan_income_k3_cmdl_seed3,17,SE321,Västernorrland,3,1.4896665257209019,1.2032119035720825,2.4141204357147217,3,0.09318873286247253,0.3995020389556885,0.5073091983795166,0.2921362519264221,-0.5548567771911621,0.03829967975616455,-0.6645880937576294,-1.1413333415985107,-0.875901460647583
3,fullspan_income_k3_cmdl_seed3,18,SE322,Jämtland,3,1.6578255574383434,1.269600788752238,2.4226396083831787,3,0.09369270503520966,0.3899751901626587,0.5163321495056152,-0.913016140460968,-0.19148015975952148,-0.8165866136550903,-0.2293483018875122,-0.2615734338760376,-0.30227208137512207
3,fullspan_income_k3_cmdl_seed3,19,SE331,Västerbotten,3,1.050248541430231,1.0025521914164226,2.419276237487793,3,0.09349025040864944,0.3937431573867798,0.5127665996551514,0.04706485569477081,-0.31457483768463135,-0.0063640098087489605,-0.37678682804107666,-0.012376036494970322,-0.49659037590026855
3,fullspan_income_k3_cmdl_seed3,20,SE332,Norrbotten,3,2.8271782192357904,1.6701592206954956,2.4944236278533936,3,0.09963147342205048,0.30631333589553833,0.59405517578125,0.6600732803344727,0.7362286448478699,0.6620081067085266,0.881829023361206,0.7299321293830872,1.1622166633605957
4,fullspan_income_k3_cmdl_seed4,0,SE110,Stockholm,3,2.343279173972718,1.5113075574239094,1.7048535346984863,2,0.3348453938961029,0.6254554986953735,0.039699044078588486,3.1035892963409424,0.9140710830688477,3.122511863708496,0.9477246999740601,2.0450494289398193,0.7865440845489502
4,fullspan_income_k3_cmdl_seed4,1,SE121,Uppsala,3,1.28391009988394,1.1014527479807537,1.7034111022949219,2,0.3362317681312561,0.6241253018379211,0.03964289650321007,0.7865705490112305,1.1109442710876465,0.8276240229606628,1.1518462896347046,0.5018806457519531,0.9559506177902222
4,fullspan_income_k3_cmdl_seed4,2,SE122,Södermanland,3,1.7140984885693722,1.2904764811197917,1.7153403759002686,2,0.3247828483581543,0.6350940465927124,0.04012313112616539,-0.15379680693149567,-0.4383127689361572,-0.49630576372146606,-0.4544503092765808,-1.5125248432159424,-0.37716156244277954
4,fullspan_income_k3_cmdl_seed4,3,SE123,Östergötland,3,1.6418501350557761,1.2602569659550984,1.71324622631073,2,0.32678988575935364,0.6331740021705627,0.04003613814711571,-0.4559425711631775,-0.17882990837097168,-0.3133467733860016,-0.18541407585144043,0.49542251229286194,-0.15388047695159912
4,fullspan_income_k3_cmdl_seed4,4,SE124,Örebro,3,1.3188673362979084,1.122281551361084,1.7136560678482056,2,0.3263970911502838,0.6335498690605164,0.040053077042102814,-0.07100757211446762,-0.23000860214233398,-0.18100029230117798,-0.23847699165344238,-0.43909889459609985,-0.19791901111602783
4,fullspan_income_k3_cmdl_seed4,5,SE125,Västmanland,3,1.2995886546764694,1.1182479461034138,1.7120505571365356,2,0.32793644070625305,0.6320765614509583,0.0399869941174984,0.16785933077335358,-0.028360962867736816,-0.024768412113189697,-0.02940523624420166,-0.7913863062858582,-0.024404287338256836
